date,temperature,humidite,precipitation,rayonnement_solaire,vitesse_vent,direction_vent
2021-05-03 12:00:00,20.49,54.26,0.0,-746.97,4.3,80.9
2021-05-03 13:00:00,22.28,47.01,0.0,-721.52,3.7,145.1
2021-05-03 14:00:00,21.15,54.95,6.86,-646.9,10.4,239.9
2021-05-03 15:00:00,23.57,59.73,0.0,-528.19,7.7,203.8
2021-05-03 16:00:00,23.16,52.58,0.0,-373.49,3.8,115.9
2021-05-03 17:00:00,23.97,54.79,0.0,-193.33,6.6,214.5
2021-05-03 18:00:00,26.0,42.06,0.0,-0.0,3.9,242.0
2021-05-03 19:00:00,25.78,43.68,4.84,0.0,9.6,94.2
2021-05-03 20:00:00,27.08,41.11,0.0,0.0,1.4,170.7
2021-05-03 21:00:00,26.74,47.62,0.0,0.0,4.5,155.3
2021-05-03 22:00:00,27.65,48.63,0.78,0.0,10.0,1.7
2021-05-03 23:00:00,25.7,48.07,0.0,0.0,3.4,47.8
2021-05-04 00:00:00,26.66,42.0,0.0,0.0,5.4,100.5
2021-05-04 01:00:00,22.78,53.88,0.0,0.0,5.6,313.3
2021-05-04 02:00:00,22.65,54.3,0.0,0.0,3.2,185.9
2021-05-04 03:00:00,20.73,55.83,0.0,0.0,2.2,129.1
2021-05-04 04:00:00,18.27,69.65,0.0,0.0,3.6,99.6
2021-05-04 05:00:00,17.72,71.54,0.0,0.0,3.3,18.5
2021-05-04 06:00:00,19.09,55.79,0.0,-0.0,4.0,54.8
2021-05-04 07:00:00,18.45,60.37,0.0,-190.34,5.4,210.5
2021-05-04 08:00:00,15.81,72.21,0.0,-367.71,6.6,82.8
2021-05-04 09:00:00,16.91,63.67,0.0,-520.02,5.6,106.3
2021-05-04 10:00:00,17.65,65.93,0.0,-636.89,6.9,277.9
2021-05-04 11:00:00,19.04,62.08,0.0,-710.36,5.6,187.7
2021-05-04 12:00:00,18.99,63.46,0.0,-735.42,6.8,176.1
2021-05-04 13:00:00,19.56,55.9,0.0,-710.36,8.8,221.9
2021-05-04 14:00:00,21.23,57.68,0.0,-636.89,0.7,152.4
2021-05-04 15:00:00,24.33,46.67,0.0,-520.02,12.1,258.1
2021-05-04 16:00:00,23.82,58.84,0.0,-367.71,1.7,275.8
2021-05-04 17:00:00,25.41,45.54,3.93,-190.34,2.3,14.4
2021-05-04 18:00:00,27.73,54.55,0.0,-0.0,6.1,283.2
2021-05-04 19:00:00,26.04,47.76,0.0,0.0,4.9,107.7
2021-05-04 20:00:00,26.83,44.84,0.0,0.0,7.0,138.9
2021-05-04 21:00:00,25.61,53.6,0.0,0.0,2.1,41.1
2021-05-04 22:00:00,27.75,44.24,3.74,0.0,5.2,159.2
2021-05-04 23:00:00,27.27,49.37,0.0,0.0,4.5,350.9
2021-05-05 00:00:00,25.77,48.46,0.0,0.0,5.6,243.1
2021-05-05 01:00:00,24.12,48.15,0.0,0.0,7.8,164.7
2021-05-05 02:00:00,24.48,54.14,1.89,0.0,3.3,89.8
2021-05-05 03:00:00,19.22,57.88,0.0,0.0,3.9,173.5
2021-05-05 04:00:00,18.72,70.06,0.58,0.0,7.4,123.7
2021-05-05 05:00:00,17.76,70.73,0.0,0.0,12.4,185.2
2021-05-05 06:00:00,17.23,61.77,0.0,-0.0,4.1,63.5
2021-05-05 07:00:00,17.26,65.85,0.0,-187.29,6.6,189.8
2021-05-05 08:00:00,15.67,74.73,0.0,-361.82,10.3,21.9
2021-05-05 09:00:00,18.31,71.06,0.0,-511.69,7.6,13.1
2021-05-05 10:00:00,18.91,66.93,0.0,-626.69,4.8,35.3
2021-05-05 11:00:00,18.7,60.63,0.0,-698.99,9.6,339.8
2021-05-05 12:00:00,20.91,63.41,0.0,-723.64,2.2,308.5
2021-05-05 13:00:00,20.29,58.01,0.0,-698.99,6.0,41.1
2021-05-05 14:00:00,23.71,44.94,0.0,-626.69,5.9,108.9
2021-05-05 15:00:00,23.16,53.28,0.0,-511.69,6.7,272.1
2021-05-05 16:00:00,24.23,47.25,1.57,-361.82,1.5,261.8
2021-05-05 17:00:00,26.16,42.85,0.0,-187.29,0.5,238.4
2021-05-05 18:00:00,27.12,47.51,0.0,-0.0,8.6,76.2
2021-05-05 19:00:00,27.4,39.18,0.0,0.0,0.8,87.9
2021-05-05 20:00:00,27.07,49.89,0.0,0.0,7.6,155.6
2021-05-05 21:00:00,26.72,38.85,0.0,0.0,3.8,251.4
2021-05-05 22:00:00,25.53,43.02,0.0,0.0,3.1,223.3
2021-05-05 23:00:00,24.27,58.22,0.0,0.0,2.0,329.3
2021-05-06 00:00:00,23.56,41.15,0.22,0.0,3.5,153.9
2021-05-06 01:00:00,23.79,57.3,0.0,0.0,4.1,73.6
2021-05-06 02:00:00,21.73,57.22,0.0,0.0,2.5,173.1
2021-05-06 03:00:00,20.61,57.81,0.0,0.0,8.2,19.7
2021-05-06 04:00:00,19.85,62.82,0.0,0.0,4.2,226.1
2021-05-06 05:00:00,18.89,59.03,0.0,0.0,4.1,79.4
2021-05-06 06:00:00,16.91,73.2,0.0,-0.0,7.7,85.5
2021-05-06 07:00:00,15.72,67.58,0.83,-184.19,0.7,301.2
2021-05-06 08:00:00,14.8,76.59,0.0,-355.83,6.8,132.0
2021-05-06 09:00:00,17.55,61.86,0.0,-503.22,2.8,343.1
2021-05-06 10:00:00,17.99,65.5,0.0,-616.31,9.0,283.3
2021-05-06 11:00:00,18.95,66.14,0.0,-687.41,7.1,64.1
2021-05-06 12:00:00,19.14,55.46,0.0,-711.66,4.4,158.0
2021-05-06 13:00:00,21.09,67.52,0.0,-687.41,7.2,238.5
2021-05-06 14:00:00,22.64,55.01,0.0,-616.31,6.7,24.3
2021-05-06 15:00:00,22.13,57.07,0.0,-503.22,7.8,269.7
2021-05-06 16:00:00,24.54,48.04,0.0,-355.83,6.4,219.1
2021-05-06 17:00:00,25.6,52.38,0.0,-184.19,4.8,354.3
2021-05-06 18:00:00,27.44,48.78,0.0,-0.0,6.6,330.9
2021-05-06 19:00:00,26.7,46.72,0.0,0.0,6.0,30.7
2021-05-06 20:00:00,26.57,48.74,0.0,0.0,5.9,235.3
2021-05-06 21:00:00,27.34,42.73,0.0,0.0,7.0,43.5
2021-05-06 22:00:00,26.32,48.35,1.35,0.0,2.5,9.6
2021-05-06 23:00:00,26.4,53.84,0.82,0.0,4.4,236.3
2021-05-07 00:00:00,24.55,51.77,0.0,0.0,3.4,280.5
2021-05-07 01:00:00,23.6,49.41,0.0,0.0,4.4,296.6
2021-05-07 02:00:00,23.89,47.17,0.0,0.0,9.6,279.0
2021-05-07 03:00:00,21.5,65.56,0.0,0.0,9.8,262.0
2021-05-07 04:00:00,20.04,57.01,0.0,0.0,1.1,247.0
2021-05-07 05:00:00,19.98,71.98,1.44,0.0,3.2,161.3
2021-05-07 06:00:00,16.71,65.9,0.0,-0.0,8.0,346.5
2021-05-07 07:00:00,16.87,62.85,0.09,-181.03,2.9,319.3
2021-05-07 08:00:00,17.61,65.55,0.0,-349.73,6.8,241.7
2021-05-07 09:00:00,18.27,62.89,3.34,-494.59,11.9,25.7
2021-05-07 10:00:00,17.04,67.26,0.0,-605.75,2.4,148.6
2021-05-07 11:00:00,17.5,63.94,0.0,-675.62,3.3,214.0
2021-05-07 12:00:00,21.7,59.18,0.0,-699.46,5.6,26.5
2021-05-07 13:00:00,20.66,58.8,4.17,-675.62,3.3,252.2
2021-05-07 14:00:00,20.57,55.89,0.0,-605.75,7.9,333.0
2021-05-07 15:00:00,25.49,42.98,0.0,-494.59,4.6,132.0
2021-05-07 16:00:00,24.71,59.89,0.0,-349.73,3.6,182.7
2021-05-07 17:00:00,24.8,45.64,0.0,-181.03,7.6,272.8
2021-05-07 18:00:00,26.99,57.89,1.86,-0.0,3.3,202.6
2021-05-07 19:00:00,26.47,42.93,0.0,0.0,5.9,58.9
2021-05-07 20:00:00,26.62,48.01,0.0,0.0,5.7,179.5
2021-05-07 21:00:00,26.57,44.16,0.0,0.0,8.8,111.9
2021-05-07 22:00:00,27.17,46.24,0.0,0.0,2.5,272.2
2021-05-07 23:00:00,23.65,55.77,0.0,0.0,4.5,64.7
2021-05-08 00:00:00,23.15,46.5,0.0,0.0,3.5,45.8
2021-05-08 01:00:00,24.99,54.56,0.0,0.0,3.5,297.2
2021-05-08 02:00:00,23.28,54.54,0.0,0.0,1.2,337.1
2021-05-08 03:00:00,20.25,61.06,0.0,0.0,0.8,112.0
2021-05-08 04:00:00,19.25,54.11,0.0,0.0,3.9,327.2
2021-05-08 05:00:00,19.09,62.75,0.0,0.0,9.9,301.0
2021-05-08 06:00:00,18.98,62.11,0.0,-0.0,11.3,141.0
2021-05-08 07:00:00,17.62,70.86,0.0,-177.82,2.4,168.8
2021-05-08 08:00:00,16.52,68.49,0.0,-343.53,5.6,149.1
2021-05-08 09:00:00,17.62,59.99,0.0,-485.82,6.0,72.2
2021-05-08 10:00:00,17.96,71.77,0.0,-595.01,6.7,62.2
2021-05-08 11:00:00,19.21,63.84,0.0,-663.64,6.8,61.1
2021-05-08 12:00:00,19.08,69.88,0.0,-687.05,4.8,222.8
2021-05-08 13:00:00,21.42,57.9,0.0,-663.64,1.5,339.3
2021-05-08 14:00:00,23.91,58.25,0.0,-595.01,7.6,202.1
2021-05-08 15:00:00,24.16,51.39,0.0,-485.82,4.8,155.8
2021-05-08 16:00:00,24.92,52.41,0.0,-343.53,8.3,333.8
2021-05-08 17:00:00,25.42,39.66,0.0,-177.82,6.3,63.0
2021-05-08 18:00:00,27.07,42.21,1.51,-0.0,7.4,141.1
2021-05-08 19:00:00,26.73,62.77,0.0,0.0,7.1,59.6
2021-05-08 20:00:00,26.83,42.47,0.0,0.0,7.4,354.8
2021-05-08 21:00:00,25.45,55.5,0.0,0.0,5.3,154.8
2021-05-08 22:00:00,27.86,30.23,3.15,0.0,14.8,20.5
2021-05-08 23:00:00,26.46,48.12,1.62,0.0,10.1,81.4
2021-05-09 00:00:00,24.77,55.74,0.0,0.0,3.5,249.8
2021-05-09 01:00:00,24.98,43.85,0.0,0.0,4.0,100.0
2021-05-09 02:00:00,23.11,56.26,0.0,0.0,3.5,327.6
2021-05-09 03:00:00,20.6,64.17,2.9,0.0,6.0,327.2
2021-05-09 04:00:00,20.31,59.23,0.0,0.0,4.7,163.3
2021-05-09 05:00:00,21.7,58.75,2.37,0.0,4.7,254.0
2021-05-09 06:00:00,18.22,59.51,0.0,-0.0,0.7,349.1
2021-05-09 07:00:00,19.17,64.73,1.16,-174.56,6.8,308.1
2021-05-09 08:00:00,17.41,66.21,0.1,-337.22,12.8,119.1
2021-05-09 09:00:00,17.7,66.67,0.14,-476.9,6.5,184.9
2021-05-09 10:00:00,18.3,71.18,1.0,-584.09,2.5,143.1
2021-05-09 11:00:00,18.51,57.68,0.0,-651.46,5.7,263.5
2021-05-09 12:00:00,17.86,71.6,0.0,-674.44,5.2,12.9
2021-05-09 13:00:00,22.21,47.15,0.0,-651.46,2.7,213.6
2021-05-09 14:00:00,22.01,56.4,0.0,-584.09,7.9,141.6
2021-05-09 15:00:00,22.97,54.64,2.97,-476.9,2.4,232.2
2021-05-09 16:00:00,25.31,54.13,0.0,-337.22,7.1,275.6
2021-05-09 17:00:00,24.94,49.81,0.0,-174.56,1.1,81.4
2021-05-09 18:00:00,26.15,42.49,0.86,-0.0,8.2,319.8
2021-05-09 19:00:00,25.9,55.65,0.0,0.0,1.8,203.6
2021-05-09 20:00:00,27.8,49.98,0.0,0.0,9.0,185.1
2021-05-09 21:00:00,27.66,45.62,0.0,0.0,2.9,134.1
2021-05-09 22:00:00,26.31,51.06,5.56,0.0,11.3,282.0
2021-05-09 23:00:00,26.31,42.82,0.0,0.0,7.8,168.7
2021-05-10 00:00:00,23.87,48.76,7.57,0.0,4.8,289.0
2021-05-10 01:00:00,24.09,50.3,0.0,0.0,6.0,82.7
2021-05-10 02:00:00,22.93,51.52,0.0,0.0,3.3,318.7
2021-05-10 03:00:00,21.45,56.32,0.0,0.0,1.9,179.8
2021-05-10 04:00:00,19.97,63.57,0.0,0.0,1.8,93.9
2021-05-10 05:00:00,18.53,65.13,0.0,0.0,5.7,336.2
2021-05-10 06:00:00,18.08,65.11,0.0,-0.0,1.0,171.2
2021-05-10 07:00:00,18.66,63.03,0.0,-171.24,11.9,195.5
2021-05-10 08:00:00,16.82,67.61,0.0,-330.82,7.2,260.5
2021-05-10 09:00:00,18.48,53.83,2.03,-467.85,2.3,121.8
2021-05-10 10:00:00,18.62,64.02,0.0,-572.99,7.0,321.0
2021-05-10 11:00:00,18.93,65.6,0.0,-639.09,8.5,198.2
2021-05-10 12:00:00,20.07,57.36,0.0,-661.63,7.9,347.5
2021-05-10 13:00:00,21.83,57.19,0.0,-639.09,3.5,190.6
2021-05-10 14:00:00,23.48,47.97,0.0,-572.99,3.3,44.2
2021-05-10 15:00:00,23.31,51.15,0.0,-467.85,7.2,254.4
2021-05-10 16:00:00,25.0,49.63,0.0,-330.82,3.3,270.6
2021-05-10 17:00:00,25.35,52.62,0.0,-171.24,2.2,104.8
2021-05-10 18:00:00,27.42,44.62,0.0,-0.0,6.0,267.3
2021-05-10 19:00:00,26.99,46.28,0.0,0.0,1.2,278.3
2021-05-10 20:00:00,28.18,33.99,0.0,0.0,2.3,111.8
2021-05-10 21:00:00,28.45,41.36,0.0,0.0,3.3,129.2
2021-05-10 22:00:00,26.4,48.57,0.0,0.0,4.9,76.6
2021-05-10 23:00:00,25.34,40.77,0.0,0.0,4.6,320.0
2021-05-11 00:00:00,24.75,53.09,0.0,0.0,4.4,73.6
2021-05-11 01:00:00,25.83,49.13,0.0,0.0,1.6,282.3
2021-05-11 02:00:00,21.25,54.46,0.0,0.0,1.6,107.5
2021-05-11 03:00:00,20.82,62.66,0.0,0.0,3.7,115.7
2021-05-11 04:00:00,18.98,61.87,0.0,0.0,5.0,59.8
2021-05-11 05:00:00,17.92,75.83,0.19,0.0,6.0,113.4
2021-05-11 06:00:00,16.27,61.91,0.0,-0.0,7.5,229.7
2021-05-11 07:00:00,16.76,65.69,0.0,-167.88,5.2,195.3
2021-05-11 08:00:00,20.97,56.61,0.0,-324.31,3.5,215.4
2021-05-11 09:00:00,17.54,68.38,0.0,-458.65,10.8,254.7
2021-05-11 10:00:00,19.54,58.68,0.0,-561.73,4.4,125.3
2021-05-11 11:00:00,20.28,59.55,0.0,-626.53,3.9,205.1
2021-05-11 12:00:00,20.31,65.18,0.0,-648.63,9.4,83.1
2021-05-11 13:00:00,21.19,57.97,1.25,-626.53,6.5,127.5
2021-05-11 14:00:00,22.89,55.41,0.0,-561.73,3.5,245.1
2021-05-11 15:00:00,24.92,45.61,0.0,-458.65,6.8,114.1
2021-05-11 16:00:00,25.62,49.39,0.0,-324.31,4.3,254.8
2021-05-11 17:00:00,26.49,50.65,0.0,-167.88,10.1,110.5
2021-05-11 18:00:00,25.85,49.01,0.0,-0.0,5.6,247.2
2021-05-11 19:00:00,25.71,38.88,0.0,0.0,3.7,151.2
2021-05-11 20:00:00,29.09,40.14,0.0,0.0,8.1,24.8
2021-05-11 21:00:00,26.96,41.8,0.0,0.0,10.0,196.4
2021-05-11 22:00:00,27.38,53.19,0.0,0.0,2.5,122.7
2021-05-11 23:00:00,25.01,54.78,0.0,0.0,13.0,39.2
2021-05-12 00:00:00,25.62,54.57,0.0,0.0,3.0,170.5
2021-05-12 01:00:00,24.08,49.98,0.0,0.0,3.1,121.8
2021-05-12 02:00:00,20.94,65.63,0.37,0.0,6.5,35.6
2021-05-12 03:00:00,22.95,58.86,0.0,0.0,1.4,75.1
2021-05-12 04:00:00,20.67,57.81,0.0,0.0,9.9,82.5
2021-05-12 05:00:00,19.55,60.57,0.0,0.0,6.8,249.0
2021-05-12 06:00:00,19.26,67.12,2.56,-0.0,6.1,267.9
2021-05-12 07:00:00,17.75,62.77,0.0,-164.46,3.0,238.9
2021-05-12 08:00:00,20.46,59.96,0.0,-317.72,5.3,344.0
2021-05-12 09:00:00,17.59,63.64,0.0,-449.32,1.6,29.6
2021-05-12 10:00:00,16.56,67.63,0.33,-550.3,0.8,328.7
2021-05-12 11:00:00,18.73,60.24,0.0,-613.78,7.4,24.6
2021-05-12 12:00:00,19.83,58.5,2.42,-635.43,5.3,334.0
2021-05-12 13:00:00,23.41,44.64,0.0,-613.78,1.5,37.8
2021-05-12 14:00:00,23.21,45.35,0.0,-550.3,4.9,112.8
2021-05-12 15:00:00,24.41,51.6,0.0,-449.32,10.9,238.9
2021-05-12 16:00:00,24.81,58.23,0.0,-317.72,2.5,223.2
2021-05-12 17:00:00,27.32,36.83,0.0,-164.46,3.9,215.7
2021-05-12 18:00:00,27.38,47.17,0.0,-0.0,2.1,205.9
2021-05-12 19:00:00,28.47,38.96,0.0,0.0,6.9,335.2
2021-05-12 20:00:00,27.56,44.89,0.0,0.0,2.7,233.1
2021-05-12 21:00:00,29.64,45.13,0.0,0.0,0.9,246.9
2021-05-12 22:00:00,29.03,47.9,0.0,0.0,3.4,126.7
2021-05-12 23:00:00,26.64,37.14,0.0,0.0,5.3,348.3
2021-05-13 00:00:00,24.72,54.08,0.0,0.0,2.6,70.7
2021-05-13 01:00:00,26.97,54.49,0.0,0.0,1.5,71.3
2021-05-13 02:00:00,23.82,58.7,0.0,0.0,3.4,329.4
2021-05-13 03:00:00,23.16,59.18,0.0,0.0,8.1,43.3
2021-05-13 04:00:00,20.74,56.34,3.95,0.0,9.3,228.3
2021-05-13 05:00:00,17.97,67.99,0.0,0.0,2.3,179.8
2021-05-13 06:00:00,18.13,53.69,1.39,-0.0,10.3,220.2
2021-05-13 07:00:00,17.64,58.11,0.0,-161.0,6.2,233.1
2021-05-13 08:00:00,19.83,59.69,0.0,-311.02,12.8,157.0
2021-05-13 09:00:00,17.34,68.64,0.0,-439.85,3.7,52.1
2021-05-13 10:00:00,18.32,59.72,0.0,-538.71,1.3,68.1
2021-05-13 11:00:00,19.07,61.22,0.0,-600.85,3.3,240.0
2021-05-13 12:00:00,19.09,53.55,0.0,-622.05,9.1,22.0
2021-05-13 13:00:00,22.15,58.31,0.0,-600.85,4.5,278.9
2021-05-13 14:00:00,24.54,54.98,0.0,-538.71,3.0,98.8
2021-05-13 15:00:00,22.91,54.14,0.0,-439.85,2.7,303.1
2021-05-13 16:00:00,24.93,50.66,0.0,-311.02,6.7,173.6
2021-05-13 17:00:00,26.69,47.98,0.0,-161.0,7.4,185.4
2021-05-13 18:00:00,26.3,59.79,0.0,-0.0,1.3,130.4
2021-05-13 19:00:00,27.91,40.13,0.0,0.0,2.6,101.6
2021-05-13 20:00:00,25.99,47.39,0.0,0.0,6.0,32.7
2021-05-13 21:00:00,27.56,48.67,0.0,0.0,4.6,17.8
2021-05-13 22:00:00,26.67,43.56,0.0,0.0,2.3,13.7
2021-05-13 23:00:00,25.97,59.2,0.0,0.0,8.1,315.8
2021-05-14 00:00:00,23.13,59.71,0.53,0.0,2.8,43.9
2021-05-14 01:00:00,24.22,45.59,0.0,0.0,3.7,96.4
2021-05-14 02:00:00,24.66,47.3,0.0,0.0,5.3,150.8
2021-05-14 03:00:00,23.42,43.58,0.31,0.0,5.0,330.1
2021-05-14 04:00:00,21.75,58.54,2.69,0.0,5.1,243.6
2021-05-14 05:00:00,20.09,51.96,0.0,0.0,4.2,353.9
2021-05-14 06:00:00,19.04,59.16,1.82,-0.0,5.3,248.8
2021-05-14 07:00:00,17.02,65.11,0.0,-157.49,3.5,314.7
2021-05-14 08:00:00,16.48,68.98,0.0,-304.24,2.1,221.1
2021-05-14 09:00:00,17.66,70.62,0.0,-430.26,6.0,203.7
2021-05-14 10:00:00,17.04,67.71,0.0,-526.96,9.2,203.7
2021-05-14 11:00:00,18.12,62.45,0.0,-587.74,1.2,338.0
2021-05-14 12:00:00,21.48,53.2,0.0,-608.48,7.4,74.3
2021-05-14 13:00:00,22.76,54.83,0.0,-587.74,5.2,94.7
2021-05-14 14:00:00,22.33,62.15,0.0,-526.96,2.5,64.1
2021-05-14 15:00:00,22.74,56.72,0.0,-430.26,3.9,259.5
2021-05-14 16:00:00,28.58,46.67,0.0,-304.24,9.3,354.0
2021-05-14 17:00:00,27.83,35.19,3.74,-157.49,3.7,145.2
2021-05-14 18:00:00,28.66,42.43,0.0,-0.0,10.2,11.5
2021-05-14 19:00:00,26.92,44.54,0.0,0.0,11.2,25.9
2021-05-14 20:00:00,27.09,49.87,0.0,0.0,4.1,160.1
2021-05-14 21:00:00,27.41,38.29,0.0,0.0,3.1,337.4
2021-05-14 22:00:00,27.97,50.32,0.0,0.0,3.0,240.5
2021-05-14 23:00:00,26.88,40.58,0.0,0.0,6.8,191.3
2021-05-15 00:00:00,25.87,49.74,0.0,0.0,8.4,348.5
2021-05-15 01:00:00,23.56,49.36,0.37,0.0,4.3,306.2
2021-05-15 02:00:00,22.2,57.23,9.73,0.0,15.8,271.9
2021-05-15 03:00:00,21.61,50.62,0.0,0.0,8.7,77.2
2021-05-15 04:00:00,21.94,57.0,0.0,0.0,6.7,292.3
2021-05-15 05:00:00,18.66,64.4,0.0,0.0,5.3,110.4
2021-05-15 06:00:00,17.03,62.74,0.0,-0.0,4.7,156.2
2021-05-15 07:00:00,18.7,55.83,0.0,-153.93,2.3,171.6
2021-05-15 08:00:00,17.78,71.75,0.88,-297.36,7.1,340.6
2021-05-15 09:00:00,19.69,61.59,0.0,-420.54,3.9,52.9
2021-05-15 10:00:00,18.43,63.77,6.65,-515.05,5.4,322.4
2021-05-15 11:00:00,19.97,57.17,0.0,-574.46,5.1,11.8
2021-05-15 12:00:00,18.84,70.46,0.0,-594.73,3.6,21.0
2021-05-15 13:00:00,21.29,60.94,0.0,-574.46,6.3,175.5
2021-05-15 14:00:00,24.68,55.94,0.0,-515.05,12.8,102.2
2021-05-15 15:00:00,25.21,49.5,0.0,-420.54,4.3,105.3
2021-05-15 16:00:00,25.91,42.96,0.92,-297.36,2.0,161.3
2021-05-15 17:00:00,28.01,46.09,0.0,-153.93,6.3,183.1
2021-05-15 18:00:00,26.58,43.33,0.0,-0.0,3.3,211.6
2021-05-15 19:00:00,30.69,39.85,0.0,0.0,5.4,149.6
2021-05-15 20:00:00,28.69,40.54,0.0,0.0,4.9,26.1
2021-05-15 21:00:00,28.76,37.95,1.19,0.0,4.2,62.7
2021-05-15 22:00:00,28.91,42.13,0.0,0.0,3.9,229.2
2021-05-15 23:00:00,24.94,62.84,0.0,0.0,11.6,188.8
2021-05-16 00:00:00,27.63,46.36,0.0,0.0,8.1,108.1
2021-05-16 01:00:00,23.98,59.16,0.0,0.0,5.1,336.2
2021-05-16 02:00:00,22.45,57.99,0.0,0.0,0.9,52.5
2021-05-16 03:00:00,22.13,53.28,1.45,0.0,7.2,303.2
2021-05-16 04:00:00,20.13,62.83,0.0,0.0,6.3,305.8
2021-05-16 05:00:00,19.27,58.76,0.0,0.0,3.6,171.5
2021-05-16 06:00:00,18.14,69.1,0.0,-0.0,3.0,281.6
2021-05-16 07:00:00,18.03,59.04,0.0,-150.32,6.6,324.1
2021-05-16 08:00:00,18.46,56.35,0.0,-290.4,3.5,342.4
2021-05-16 09:00:00,18.89,58.53,0.0,-410.69,5.6,66.9
2021-05-16 10:00:00,19.07,55.83,0.0,-502.99,5.2,349.7
2021-05-16 11:00:00,21.25,76.47,0.0,-561.01,6.5,158.9
2021-05-16 12:00:00,18.5,56.08,0.0,-580.8,12.0,177.8
2021-05-16 13:00:00,21.07,52.84,0.0,-561.01,5.4,70.7
2021-05-16 14:00:00,22.24,60.38,0.0,-502.99,6.4,228.4
2021-05-16 15:00:00,26.09,47.2,0.11,-410.69,2.3,275.0
2021-05-16 16:00:00,27.12,50.38,4.03,-290.4,4.9,93.2
2021-05-16 17:00:00,27.66,53.63,0.0,-150.32,3.2,225.4
2021-05-16 18:00:00,27.69,43.75,0.0,-0.0,8.1,268.5
2021-05-16 19:00:00,28.45,42.54,0.0,0.0,4.2,83.2
2021-05-16 20:00:00,28.73,40.92,0.0,0.0,2.8,308.7
2021-05-16 21:00:00,28.22,44.59,0.0,0.0,0.9,1.0
2021-05-16 22:00:00,30.12,32.04,0.0,0.0,3.0,312.7
2021-05-16 23:00:00,27.02,40.02,0.0,0.0,1.1,164.1
2021-05-17 00:00:00,24.64,54.18,0.94,0.0,7.3,80.1
2021-05-17 01:00:00,23.87,53.43,0.0,0.0,1.0,144.2
2021-05-17 02:00:00,23.38,57.12,0.0,0.0,6.0,268.5
2021-05-17 03:00:00,22.07,52.0,0.0,0.0,3.0,183.2
2021-05-17 04:00:00,21.12,60.07,0.0,0.0,3.1,42.6
2021-05-17 05:00:00,18.88,55.43,0.0,0.0,2.1,278.5
2021-05-17 06:00:00,20.12,58.3,0.0,-0.0,2.8,273.3
2021-05-17 07:00:00,16.04,63.88,0.0,-146.67,8.1,24.5
2021-05-17 08:00:00,17.66,64.28,0.0,-283.35,3.9,57.6
2021-05-17 09:00:00,18.42,54.94,2.87,-400.72,5.1,189.1
2021-05-17 10:00:00,19.89,60.2,0.0,-490.78,8.2,61.5
2021-05-17 11:00:00,20.59,62.81,0.0,-547.39,6.8,328.2
2021-05-17 12:00:00,20.78,53.2,0.0,-566.7,1.7,156.9
2021-05-17 13:00:00,20.45,60.54,0.0,-547.39,3.4,163.8
2021-05-17 14:00:00,24.68,47.93,0.0,-490.78,5.7,159.7
2021-05-17 15:00:00,22.81,55.6,0.0,-400.72,11.2,10.4
2021-05-17 16:00:00,25.29,58.33,0.0,-283.35,8.5,177.4
2021-05-17 17:00:00,26.5,46.38,0.0,-146.67,2.7,253.8
2021-05-17 18:00:00,26.68,42.48,0.0,-0.0,5.4,283.5
2021-05-17 19:00:00,27.9,47.02,0.0,0.0,8.8,250.1
2021-05-17 20:00:00,28.7,41.92,0.0,0.0,6.8,336.5
2021-05-17 21:00:00,27.73,50.45,0.0,0.0,7.8,154.2
2021-05-17 22:00:00,26.81,44.24,0.0,0.0,2.6,319.5
2021-05-17 23:00:00,26.66,45.43,0.0,0.0,5.3,225.3
2021-05-18 00:00:00,25.73,46.43,0.0,0.0,2.7,39.6
2021-05-18 01:00:00,24.85,47.53,0.0,0.0,3.0,324.5
2021-05-18 02:00:00,24.21,58.12,0.0,0.0,6.5,19.9
2021-05-18 03:00:00,22.38,63.79,1.71,0.0,5.6,336.0
2021-05-18 04:00:00,22.79,51.66,0.0,0.0,5.1,189.0
2021-05-18 05:00:00,19.56,62.02,0.0,0.0,4.6,282.5
2021-05-18 06:00:00,20.36,52.44,0.0,-0.0,3.5,72.2
2021-05-18 07:00:00,17.65,71.45,0.0,-142.98,5.0,156.0
2021-05-18 08:00:00,18.63,60.39,0.0,-276.22,8.3,61.7
2021-05-18 09:00:00,18.51,60.94,1.72,-390.63,5.3,117.2
2021-05-18 10:00:00,17.23,70.42,0.56,-478.42,6.5,116.9
2021-05-18 11:00:00,20.39,49.94,0.0,-533.61,2.7,323.0
2021-05-18 12:00:00,18.74,56.21,1.03,-552.44,3.9,231.5
2021-05-18 13:00:00,22.71,57.54,0.0,-533.61,8.2,347.6
2021-05-18 14:00:00,23.15,54.0,0.0,-478.42,3.8,306.7
2021-05-18 15:00:00,24.15,51.94,0.0,-390.63,3.3,318.5
2021-05-18 16:00:00,26.75,52.47,0.0,-276.22,8.6,270.8
2021-05-18 17:00:00,25.95,46.54,0.0,-142.98,9.9,213.7
2021-05-18 18:00:00,28.67,44.25,0.0,-0.0,4.9,86.9
2021-05-18 19:00:00,26.15,45.97,0.0,0.0,6.6,236.5
2021-05-18 20:00:00,27.83,45.84,0.0,0.0,8.6,313.6
2021-05-18 21:00:00,30.56,32.81,0.0,0.0,8.6,71.0
2021-05-18 22:00:00,27.33,43.38,0.0,0.0,8.2,253.1
